transaction_id,Product1,Product2,Product3
336,salsa,egg,dairy
337,egg,salsa,juice
338,butter,bread,egg
339,bread,salsa,egg
340,dairy,fruits,salsa
341,bread,salsa,egg
342,bread,salad,salsa
343,salsa,juice,salad
344,egg,juice,fruits
345,juice,egg,dairy
346,dairy,bread,butter
347,fruits,dairy,salsa
348,dairy,butter,salsa
349,bread,fruits,egg
350,butter,fruits,bread
351,juice,bread,salad
352,egg,fruits,bread
353,fruits,bread,butter
354,juice,fruits,egg
355,bread,egg,fruits
356,butter,fruits,dairy
357,fruits,juice,butter
358,salad,dairy,juice
359,juice,fruits,egg
360,egg,juice,fruits
361,butter,salad,juice
362,fruits,bread,egg
363,salad,butter,egg
364,egg,bread,butter
365,butter,egg,dairy
366,dairy,fruits,salsa
367,fruits,juice,butter
368,salad,fruits,bread
369,bread,salad,egg
370,butter,egg,dairy
371,juice,salsa,dairy
372,dairy,salad,fruits
373,bread,fruits,dairy
374,butter,salsa,bread
375,fruits,dairy,bread
376,egg,juice,bread
377,butter,egg,fruits
378,dairy,egg,butter
379,salad,juice,egg
380,dairy,butter,fruits
381,egg,salsa,fruits
382,bread,butter,egg
383,fruits,bread,egg
384,salsa,dairy,juice
385,bread,salsa,salad
386,salsa,juice,egg
387,egg,salad,butter
388,salsa,bread,butter
389,dairy,egg,salsa
390,juice,dairy,butter
391,bread,butter,salsa
392,butter,fruits,egg
393,salad,butter,dairy
394,juice,bread,egg
395,fruits,salsa,butter
396,salsa,bread,dairy
397,egg,butter,salad
398,butter,bread,salsa
399,salad,egg,dairy
400,dairy,salad,salsa
401,butter,juice,egg
402,salsa,butter,egg
403,fruits,salsa,juice
404,dairy,butter,juice
405,fruits,juice,egg
406,dairy,fruits,butter
407,bread,egg,butter
408,bread,salsa,fruits
409,bread,dairy,salad
410,dairy,bread,salad
411,egg,butter,salsa
412,juice,dairy,egg
413,bread,fruits,dairy
414,bread,salad,butter
415,fruits,egg,butter
416,dairy,butter,fruits
417,dairy,salsa,juice
418,egg,salad,butter
419,egg,dairy,salsa
420,juice,salsa,butter
421,butter,fruits,dairy
422,dairy,salsa,fruits
423,dairy,bread,salsa
424,salad,butter,fruits
425,salsa,fruits,dairy
426,dairy,salad,egg
427,juice,butter,egg
428,dairy,bread,salad
429,juice,dairy,salad
430,salsa,fruits,salad
431,salad,salsa,bread
432,juice,fruits,bread
433,salsa,bread,butter
434,salad,salsa,juice
435,butter,bread,fruits
436,dairy,fruits,egg
437,egg,fruits,bread
438,dairy,salsa,fruits
439,salad,salsa,butter
440,egg,butter,juice
441,fruits,salad,juice
442,butter,fruits,salsa
443,salad,bread,egg
444,salad,egg,fruits
445,fruits,salsa,salad
446,butter,juice,egg
447,butter,fruits,salsa
448,dairy,bread,juice
449,juice,butter,bread
450,fruits,salad,butter
451,fruits,salad,dairy
452,juice,fruits,dairy
453,bread,salad,fruits
454,fruits,salad,juice
455,salsa,butter,egg
456,salsa,dairy,butter
457,egg,fruits,bread
458,salsa,fruits,bread
459,fruits,butter,egg
460,dairy,salsa,salad
461,juice,salad,salsa
462,dairy,fruits,juice
463,egg,dairy,juice
464,juice,salsa,bread
465,fruits,juice,salsa
466,bread,egg,butter
467,salsa,salad,juice
468,fruits,salad,bread
469,dairy,butter,egg
470,salad,salsa,butter
471,egg,dairy,bread
472,salad,bread,fruits
473,dairy,butter,salad
474,bread,butter,egg
475,bread,dairy,egg
476,dairy,butter,salsa
477,egg,dairy,salad
478,fruits,bread,salsa
479,butter,salsa,salad
480,butter,fruits,egg
481,salad,juice,fruits
482,egg,bread,fruits
483,fruits,juice,dairy
484,butter,salsa,bread
485,egg,salad,salsa
486,salsa,egg,butter
487,egg,bread,juice
488,juice,egg,bread
489,salsa,fruits,butter
490,salad,dairy,fruits
491,salsa,butter,dairy
492,butter,salad,juice
493,juice,butter,bread
494,salad,butter,egg
495,dairy,butter,juice
496,salad,butter,egg
497,fruits,juice,salad
498,fruits,bread,juice
499,egg,butter,juice
500,bread,fruits,egg
501,bread,dairy,butter
502,egg,butter,dairy
503,juice,butter,salad
504,dairy,juice,fruits
505,butter,salsa,juice
506,juice,salad,egg
507,dairy,butter,salad
508,salad,bread,butter
509,bread,salsa,egg
510,egg,butter,salad
511,juice,salsa,egg
512,bread,juice,butter
513,butter,juice,fruits
514,bread,juice,butter
515,butter,dairy,juice
516,bread,juice,fruits
517,juice,bread,salad
518,dairy,fruits,bread
519,salad,fruits,bread
520,bread,salad,fruits
521,bread,fruits,egg
522,butter,bread,salad
523,juice,salad,egg
524,egg,butter,fruits
525,salsa,dairy,egg
526,bread,salad,egg
527,egg,bread,juice
528,salad,dairy,fruits
529,bread,butter,salad
530,salsa,salad,juice
531,salsa,juice,egg
532,juice,bread,dairy
533,egg,salsa,fruits
534,fruits,egg,bread
535,bread,salad,fruits
536,bread,fruits,butter
537,egg,dairy,fruits
538,bread,fruits,salsa
539,dairy,salad,fruits
540,juice,dairy,bread
541,egg,fruits,dairy
542,juice,bread,egg
543,salsa,butter,juice
544,butter,salad,bread
545,fruits,juice,dairy
546,dairy,fruits,butter
547,juice,bread,dairy
548,juice,salsa,dairy
549,salsa,fruits,egg
550,egg,butter,salsa
551,butter,salsa,dairy
552,egg,fruits,juice
553,fruits,juice,butter
554,salad,juice,bread
555,juice,dairy,bread
556,fruits,egg,bread
557,dairy,salad,fruits
558,butter,egg,bread
559,salsa,fruits,salad
560,butter,salsa,bread
561,butter,fruits,juice
562,salad,juice,dairy
563,dairy,juice,bread
564,juice,fruits,butter
565,salsa,egg,fruits
566,bread,salsa,egg
567,juice,salad,fruits
568,salad,bread,juice
569,butter,fruits,dairy
570,juice,bread,butter
571,salad,dairy,salsa
572,fruits,juice,salad
573,dairy,fruits,juice
574,bread,egg,dairy
575,bread,fruits,egg
576,salsa,bread,juice
577,juice,egg,dairy
578,bread,egg,salad
579,butter,fruits,egg
580,bread,egg,juice
581,butter,egg,fruits
582,egg,fruits,dairy
583,dairy,salad,bread
584,egg,butter,fruits
585,bread,butter,salsa
586,salad,bread,salsa
587,dairy,fruits,butter
588,bread,butter,salsa
589,butter,salsa,egg
590,fruits,salsa,juice
591,salsa,fruits,juice
592,egg,butter,juice
593,dairy,juice,bread
594,egg,dairy,bread
595,salsa,juice,dairy
596,fruits,egg,bread
597,juice,salad,fruits
598,butter,juice,bread
599,juice,salsa,butter
600,butter,dairy,salsa
601,bread,salsa,dairy
602,egg,dairy,fruits
603,salsa,egg,salad
604,juice,dairy,bread
605,butter,egg,juice
606,salad,butter,bread
607,dairy,bread,salad
608,egg,fruits,dairy
609,salsa,salad,egg
610,egg,dairy,bread
611,egg,salsa,salad
612,fruits,salad,butter
613,bread,dairy,juice
614,bread,salsa,butter
615,fruits,salsa,bread
616,salad,fruits,bread
617,fruits,juice,bread
618,butter,salsa,salad
619,salad,egg,bread
620,fruits,egg,salsa
621,salsa,fruits,bread
622,dairy,juice,fruits
623,dairy,egg,butter
624,salsa,butter,dairy
625,dairy,salsa,egg
626,fruits,dairy,egg
627,salad,dairy,salsa
628,salsa,egg,dairy
629,butter,salsa,egg
630,egg,dairy,juice
631,dairy,butter,salad
632,salsa,bread,egg
633,butter,salsa,fruits
634,bread,dairy,salsa
635,egg,bread,butter
636,fruits,salad,dairy
637,butter,egg,salad
638,fruits,juice,egg
639,butter,salad,dairy
640,dairy,salad,fruits
641,dairy,salad,egg
642,butter,salsa,dairy
643,salsa,juice,salad
644,fruits,egg,butter
645,fruits,butter,bread
646,egg,salsa,juice
647,juice,butter,dairy
648,bread,juice,butter
649,salsa,fruits,butter
650,salad,salsa,dairy
651,butter,bread,juice
652,juice,bread,egg
653,salsa,bread,butter
654,bread,fruits,butter
655,salsa,egg,fruits
656,dairy,juice,salsa
657,salad,bread,fruits
658,juice,butter,fruits
659,salad,dairy,salsa
660,juice,fruits,bread
661,butter,dairy,egg
662,bread,salad,egg
663,juice,bread,butter
664,fruits,juice,dairy
665,bread,salad,juice
666,dairy,salad,butter
667,dairy,fruits,butter
668,bread,egg,butter
669,juice,salad,salsa
670,bread,salad,butter
671,salsa,fruits,bread
672,bread,fruits,salad
673,fruits,egg,salad
674,bread,juice,fruits
675,fruits,bread,egg
676,butter,bread,egg
677,egg,salad,dairy
678,bread,juice,butter
679,dairy,egg,bread
680,egg,dairy,fruits
681,dairy,butter,bread
682,salsa,dairy,bread
683,salad,egg,dairy
684,bread,salsa,dairy
685,dairy,salsa,butter
686,dairy,salsa,egg
687,fruits,salad,butter
688,juice,butter,dairy
689,salsa,fruits,salad
690,dairy,bread,salsa
691,dairy,fruits,bread
692,juice,egg,butter
693,egg,bread,salad
694,butter,juice,bread
695,salsa,dairy,butter
696,fruits,bread,dairy
697,bread,juice,salad
698,dairy,bread,fruits
699,butter,bread,fruits
700,salad,egg,salsa
701,butter,egg,dairy
702,egg,juice,salsa
703,dairy,juice,fruits
704,salad,fruits,dairy
705,bread,egg,juice
706,salsa,fruits,butter
707,salsa,dairy,bread
708,bread,egg,juice
709,salad,fruits,dairy
710,salad,juice,dairy
711,fruits,salsa,egg
712,salsa,juice,butter
713,salad,juice,egg
714,salad,egg,juice
715,fruits,bread,juice
716,salad,dairy,juice
717,dairy,egg,salsa
718,bread,dairy,butter
719,juice,dairy,fruits
720,salsa,fruits,juice
721,bread,egg,juice
722,egg,bread,salsa
723,bread,egg,salsa
724,egg,bread,juice
725,juice,salsa,dairy
726,dairy,fruits,salsa
727,salsa,butter,fruits
728,egg,bread,salad
729,salsa,fruits,dairy
730,dairy,egg,salad
731,juice,butter,fruits
732,butter,salad,bread
733,fruits,juice,egg
734,bread,dairy,juice
735,egg,bread,juice
736,egg,fruits,salsa
737,juice,salad,bread
738,egg,fruits,salad
739,egg,fruits,dairy
740,egg,bread,juice
741,dairy,juice,butter
742,butter,bread,salsa
743,salsa,salad,juice
744,butter,fruits,juice
745,dairy,butter,egg
746,salsa,fruits,dairy
747,salad,butter,juice
748,juice,salad,dairy
749,fruits,egg,salsa
750,salsa,salad,juice
751,egg,butter,juice
752,butter,juice,dairy
753,bread,salad,fruits
754,salsa,fruits,butter
755,dairy,juice,salsa
756,dairy,egg,salsa
757,fruits,butter,salad
758,butter,egg,bread
759,salad,salsa,bread
760,salsa,juice,egg
761,salsa,butter,salad
762,juice,bread,salad
763,egg,dairy,salad
764,salad,juice,bread
765,egg,fruits,dairy
766,juice,salad,egg
767,dairy,salsa,juice
768,egg,juice,dairy
769,butter,fruits,bread
770,salsa,dairy,egg
771,salad,juice,fruits
772,butter,salsa,bread
773,salad,butter,juice
774,salsa,juice,egg
775,bread,salad,fruits
776,butter,egg,salsa
777,dairy,salad,butter
778,egg,fruits,juice
779,fruits,butter,egg
780,juice,egg,fruits
781,fruits,salsa,salad
782,fruits,juice,bread
783,salad,fruits,juice
784,salad,bread,salsa
785,bread,butter,egg
786,egg,juice,butter
787,salsa,juice,dairy
788,dairy,egg,fruits
789,salsa,egg,salad
790,butter,salsa,dairy
791,salsa,butter,dairy
792,juice,butter,salad
793,dairy,bread,butter
794,salad,butter,salsa
795,dairy,salad,fruits
796,egg,salsa,bread
797,fruits,dairy,salsa
798,egg,salsa,bread
799,juice,salad,salsa
800,juice,dairy,salad
801,salsa,bread,juice
802,salad,salsa,egg
803,bread,butter,salad
804,salad,juice,egg
805,butter,dairy,egg
806,fruits,salsa,egg
807,dairy,juice,egg
808,juice,bread,salad
809,salad,dairy,egg
810,salad,bread,salsa
811,fruits,salsa,juice
812,salsa,egg,juice
813,salsa,salad,fruits
814,bread,salad,juice
815,salsa,fruits,egg
816,salad,juice,butter
817,fruits,salad,egg
818,bread,dairy,salsa
819,dairy,salad,bread
820,egg,butter,bread
821,bread,egg,butter
822,juice,egg,butter
823,egg,fruits,dairy
824,egg,bread,fruits
825,bread,butter,juice
826,butter,salad,dairy
827,bread,dairy,butter
828,dairy,bread,egg
829,salad,bread,fruits
830,bread,egg,butter
831,dairy,bread,salad
832,salad,juice,bread
833,dairy,bread,butter
834,fruits,bread,egg
835,butter,salsa,fruits
836,dairy,butter,fruits
837,bread,salsa,dairy
838,fruits,butter,egg
839,bread,dairy,fruits
840,butter,egg,juice
841,juice,bread,egg
842,egg,bread,salad
843,dairy,salad,juice
844,butter,juice,salad
845,salsa,fruits,dairy
846,fruits,bread,juice
847,salsa,dairy,butter
848,butter,salsa,egg
849,salad,bread,butter
850,dairy,juice,bread
851,dairy,bread,salad
852,bread,salad,dairy
853,fruits,bread,butter
854,egg,salsa,butter
855,fruits,butter,salad
856,juice,butter,dairy
857,egg,dairy,fruits
858,egg,salad,dairy
859,fruits,salad,egg
860,juice,fruits,butter
861,juice,salad,butter
862,salad,dairy,bread
863,salsa,bread,dairy
864,salad,dairy,bread
865,egg,fruits,salad
866,bread,juice,dairy
867,fruits,salsa,juice
868,bread,salsa,butter
869,juice,egg,salad
870,juice,salsa,bread
871,butter,fruits,dairy
872,salsa,bread,juice
873,salsa,bread,egg
874,egg,salad,bread
875,salsa,juice,bread
876,juice,butter,salad
877,salsa,egg,butter
878,butter,egg,salsa
879,juice,dairy,butter
880,fruits,egg,dairy
881,salad,salsa,fruits
882,salsa,juice,fruits
883,bread,dairy,salad
884,salsa,dairy,bread
885,salad,egg,butter
886,bread,dairy,fruits
887,salad,bread,dairy
888,salsa,juice,dairy
889,dairy,fruits,bread
890,dairy,egg,salad
891,salad,egg,dairy
892,fruits,butter,salsa
893,fruits,salad,juice
894,bread,salsa,juice
895,butter,bread,egg
896,juice,salad,salsa
897,egg,butter,salad
898,juice,egg,butter
899,butter,salsa,dairy
900,egg,salsa,salad
901,bread,butter,fruits
902,egg,salad,juice
903,fruits,bread,juice
904,fruits,bread,butter
905,egg,dairy,fruits
906,salad,salsa,butter
907,egg,fruits,bread
908,fruits,butter,salad
909,butter,bread,juice
910,bread,juice,butter
911,fruits,egg,bread
912,butter,salad,dairy
913,salsa,juice,salad
914,butter,bread,fruits
915,salad,juice,bread
916,salad,salsa,dairy
917,juice,butter,salsa
918,dairy,salad,egg
919,dairy,egg,salsa
920,bread,butter,dairy
921,butter,juice,dairy
922,salad,bread,juice
923,egg,bread,salad
924,egg,bread,fruits
925,fruits,salsa,juice
926,juice,salad,butter
927,dairy,salsa,egg
928,juice,butter,egg
929,salad,fruits,juice
930,egg,juice,bread
931,dairy,fruits,juice
932,juice,fruits,bread
933,fruits,butter,bread
934,butter,salsa,salad
935,butter,egg,fruits
936,dairy,butter,egg
937,salad,egg,dairy
938,fruits,bread,juice
939,juice,butter,fruits
940,bread,egg,butter
941,juice,egg,salsa
942,salsa,butter,salad
943,fruits,egg,salad
944,butter,juice,salad
945,fruits,salad,egg
946,fruits,egg,bread
947,dairy,egg,juice
948,butter,egg,fruits
949,juice,bread,fruits
950,butter,egg,juice
951,juice,dairy,fruits
952,butter,egg,salad
953,fruits,salad,bread
954,bread,dairy,salsa
955,egg,salad,juice
956,butter,salad,fruits
957,butter,juice,dairy
958,salsa,dairy,egg
959,fruits,dairy,salsa
960,dairy,juice,egg
961,dairy,butter,fruits
962,egg,bread,salad
963,fruits,dairy,salad
964,butter,fruits,egg
965,egg,salad,fruits
966,dairy,juice,egg
967,salsa,fruits,egg
968,bread,salad,butter
969,egg,juice,butter
970,fruits,juice,bread
971,salsa,fruits,egg
972,fruits,salsa,salad
973,egg,bread,salsa
974,bread,salsa,butter
975,bread,fruits,egg
976,egg,dairy,salsa
977,bread,fruits,butter
978,butter,fruits,juice
979,dairy,bread,salsa
980,salsa,dairy,butter
981,salad,juice,salsa
982,salad,salsa,butter
983,fruits,butter,dairy
984,dairy,butter,bread
985,juice,dairy,salsa
986,juice,salad,butter
987,egg,juice,salsa
988,salsa,salad,butter
989,salsa,butter,salad
990,fruits,dairy,salsa
991,dairy,egg,salsa
992,egg,butter,salsa
993,juice,dairy,egg
994,butter,bread,fruits
995,dairy,butter,salsa
996,butter,dairy,salsa
997,fruits,bread,dairy
998,fruits,salsa,salad
999,fruits,egg,salsa
1000,juice,dairy,salsa
1001,egg,fruits,juice
1002,butter,bread,salsa
1003,dairy,salsa,egg
1004,fruits,butter,juice
1005,dairy,salsa,juice
1006,butter,juice,salsa
1007,egg,fruits,bread
1008,salsa,juice,bread
1009,dairy,bread,salad
1010,fruits,salsa,juice
1011,fruits,juice,salsa
1012,butter,salsa,dairy
1013,salsa,juice,dairy
1014,salad,butter,bread
1015,egg,dairy,butter
1016,salad,juice,salsa
1017,salsa,egg,butter
1018,bread,dairy,butter
1019,egg,juice,fruits
1020,salad,juice,fruits
1021,salad,butter,juice
1022,dairy,egg,juice
1023,fruits,egg,bread
1024,butter,dairy,egg
1025,egg,butter,bread
1026,butter,dairy,fruits
1027,bread,dairy,juice
1028,salad,salsa,juice
1029,dairy,butter,egg
1030,salsa,fruits,butter
1031,salad,butter,egg
1032,fruits,salad,egg
1033,dairy,butter,salad
1034,butter,juice,salsa
1035,egg,butter,fruits
1036,egg,fruits,dairy
1037,salsa,salad,juice
1038,salad,salsa,juice
1039,egg,bread,dairy
1040,salsa,salad,dairy
1041,butter,egg,juice
1042,egg,fruits,bread
1043,dairy,fruits,salsa
1044,salsa,salad,juice
1045,dairy,egg,salsa
1046,butter,fruits,egg
1047,dairy,bread,butter
1048,egg,butter,salad
1049,dairy,egg,salad
1050,fruits,dairy,butter
1051,bread,dairy,juice
1052,dairy,salad,juice
1053,egg,fruits,dairy
1054,bread,juice,salad
1055,salad,salsa,butter
1056,bread,dairy,salad
1057,butter,bread,juice
1058,fruits,bread,dairy
1059,dairy,juice,salsa
1060,bread,dairy,juice
1061,dairy,juice,salsa
1062,dairy,juice,fruits
1063,butter,bread,salad
1064,salad,dairy,egg
1065,juice,dairy,salsa
1066,egg,salad,butter
1067,butter,fruits,salad
1068,salsa,juice,egg
1069,dairy,salad,butter
1070,fruits,butter,bread
1071,salad,egg,fruits
1072,dairy,juice,butter
1073,egg,fruits,salsa
1074,dairy,salsa,egg
1075,bread,salsa,fruits
1076,butter,bread,salsa
1077,salsa,salad,butter
1078,bread,salad,dairy
1079,fruits,salad,dairy
1080,fruits,salad,bread
1081,juice,butter,egg
1082,fruits,bread,butter
1083,dairy,butter,egg
1084,butter,fruits,egg
1085,salad,fruits,salsa
1086,fruits,salsa,salad
1087,butter,bread,dairy
1088,salsa,egg,juice
1089,egg,juice,fruits
1090,salad,dairy,egg
1091,salad,egg,juice
1092,salad,juice,egg
1093,salad,salsa,egg
1094,salad,egg,fruits
1095,juice,bread,egg
1096,juice,salsa,dairy
1097,egg,salad,bread
1098,bread,butter,egg
1099,juice,salsa,fruits
1100,salad,fruits,dairy
1101,egg,fruits,bread
1102,salsa,dairy,salad
1103,bread,egg,salsa
1104,fruits,salsa,juice
1105,salad,bread,fruits
1106,salad,egg,salsa
1107,dairy,egg,salsa
1108,juice,fruits,bread
1109,salad,fruits,juice
1110,salsa,salad,juice
1111,bread,butter,fruits
1112,egg,juice,bread
1113,egg,salad,butter
1114,fruits,egg,salad
1115,dairy,fruits,juice
1116,bread,fruits,salsa
1117,butter,bread,juice
1118,bread,salad,dairy
1119,bread,dairy,fruits
1120,bread,butter,salad
1121,salsa,salad,dairy
1122,juice,salad,salsa
1123,egg,juice,fruits
1124,juice,dairy,egg
1125,butter,bread,egg
1126,butter,dairy,bread
1127,dairy,salad,bread
1128,bread,dairy,salsa
1129,juice,egg,butter
1130,salsa,fruits,salad
1131,juice,butter,fruits
1132,bread,salad,egg
1133,bread,egg,juice
1134,juice,dairy,fruits
1135,bread,butter,salsa
1136,juice,fruits,dairy
1137,fruits,bread,salsa
1138,dairy,egg,salad
1139,salsa,dairy,fruits
1140,butter,egg,salad
1141,dairy,butter,bread
